figure_slug,figure_title,strategy_key,strategy_label,ft_checkpoint,dataset_key,panel_label,method,shot,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,aggregate_score,aggregate_score_label,aggregate_direction,name,model,strategy,metric_source_file
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winobias,WinoBias,"DIY Two Pass (IT), 2-shot",2,abs_pro_anti_gap,Abs. pro/anti gap,0,0.17803,0.17803,0.1780303,abs_pro_anti_gap,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement/winobias/winobias/m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winobias_metrics_overall_m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,Base Model Inference,,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.191667,0.191667,18.33333333,mean_abs_occupation_gender_bias_score,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winogender/llama_8b/winogender_metrics_overall_llama_8b.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,ICL,,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.179167,0.179167,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,stereotype_replacement,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winogender/m4_baseicl_zero_llama8b_sr_winogender/winogender_metrics_overall_m4_baseicl_zero_llama8b_sr_winogender.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,DIY IT,,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.179167,0.179167,15.41666667,mean_abs_occupation_gender_bias_score,lower,m3_finetune_llama_ms500,m3_finetune_sr_indft_winogender,stereotype_replacement,results/new_results/m3_finetune_llama_ms500/evalshared/winogender/m3_finetune_sr_indft_winogender/winogender_metrics_overall_m3_finetune_sr_indft_winogender.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,"DIY Two Pass (No IT), 0-shot",0,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.15,0.15,14.16666667,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results_curated/m6_self_debiasing/incorrect/m6sd_20260323_091321_twopass_zero_fix/eval/m6_two_pass__base__stereotype_replacement/winogender/winogender/m6_two_pass__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_two_pass__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,"DIY Two Pass (No IT), 1-shot",1,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.179167,0.179167,17.08333333,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_one__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__stereotype_replacement/winogender/winogender/m6_two_pass_one__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_two_pass_one__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,"DIY Two Pass (No IT), 2-shot",2,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.170833,0.170833,15.41666667,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_two__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__base__stereotype_replacement/winogender/winogender/m6_two_pass_two__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_two_pass_two__base__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,"DIY Two Pass (IT), 0-shot",0,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.170833,0.170833,15.41666667,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results/m6_self_debiasing/m6sd_20260323_091321_twopass_zero_fix/eval/m6_two_pass__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement/winogender/winogender/m6_two_pass__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_two_pass__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,"DIY Two Pass (IT), 1-shot",1,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.154167,0.154167,12.08333333,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement/winogender/winogender/m6_two_pass_one__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_two_pass_one__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
stereotype_replacement_all_versions,"Stereotype replacement, matched IT checkpoint",stereotype_replacement,Stereotype replacement,matched all-version,winogender,WinoGender,"DIY Two Pass (IT), 2-shot",2,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.175,0.175,13.33333333,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement,stereotype_replacement,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement/winogender/winogender/m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_two_pass_two__finetuned_ms-500-stereotype-replacement-opinion-action-event-allversions__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,Base Model Inference,,stereotype_preference_pct,Stereotype preference %,50,65.19,15.19,65.19,metric_score,target50,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/crows_pairs_metrics_overall_llama_8b.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,ICL,,stereotype_preference_pct,Stereotype preference %,50,58.29,8.29,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,individuating,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama8b_ind_crowspairs.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,DIY IT,,stereotype_preference_pct,Stereotype preference %,50,64.32,14.32,64.32,metric_score,target50,m3_finetune_llama_ms500,m3_finetune_ind,individuating,results/new_results/m3_finetune_llama_ms500/evalshared/crows_pairs_metrics_overall_m3_finetune_ind.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,"DIY Two Pass (No IT), 0-shot",0,stereotype_preference_pct,Stereotype preference %,50,47.55,2.45,47.55,metric_score,target50,m6_self_debiasing,m6_two_pass__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260317_main3/eval/m6_two_pass__base__individuating/crowspairs/crows_pairs_metrics_overall_m6_two_pass__base__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,"DIY Two Pass (No IT), 1-shot",1,stereotype_preference_pct,Stereotype preference %,50,46.22,3.78,46.22,metric_score,target50,m6_self_debiasing,m6_two_pass_one__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__individuating/crowspairs/crows_pairs_metrics_overall_m6_two_pass_one__base__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,"DIY Two Pass (No IT), 2-shot",2,stereotype_preference_pct,Stereotype preference %,50,46.62,3.38,46.62,metric_score,target50,m6_self_debiasing,m6_two_pass_two__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__base__individuating/crowspairs/crows_pairs_metrics_overall_m6_two_pass_two__base__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 0-shot",0,stereotype_preference_pct,Stereotype preference %,50,49.93,0.07,49.93,metric_score,target50,m6_self_debiasing,m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260317_main3/eval/m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/crowspairs/crows_pairs_metrics_overall_m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 1-shot",1,stereotype_preference_pct,Stereotype preference %,50,48.34,1.66,48.34,metric_score,target50,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/crowspairs/crows_pairs_metrics_overall_m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 2-shot",2,stereotype_preference_pct,Stereotype preference %,50,0.13,49.87,0.13,metric_score,target50,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/crowspairs/crows_pairs_metrics_overall_m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,Base Model Inference,,SS Score,SS Score overall,50,58.2905,8.29053,68.00223461,ICAT Score,higher,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/stereoset_metrics_llama_8b.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,ICL,,SS Score,SS Score overall,50,55.9065,5.90646,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,individuating,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/stereoset_metrics_m4_baseicl_zero_llama8b_ind_stereoset.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,DIY IT,,SS Score,SS Score overall,50,57.3079,7.30785,68.93530572,ICAT Score,higher,m3_finetune_llama_ms500,m3_finetune_ind,individuating,results/new_results/m3_finetune_llama_ms500/evalshared/stereoset_metrics_m3_finetune_ind.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,"DIY Two Pass (No IT), 0-shot",0,SS Score,SS Score overall,50,43.5123,6.4877,46.98944886,ICAT Score,higher,m6_self_debiasing,m6_two_pass__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260317_main3/eval/m6_two_pass__base__individuating/stereoset/stereoset_metrics_m6_two_pass__base__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,"DIY Two Pass (No IT), 1-shot",1,SS Score,SS Score overall,50,44.8176,5.18238,44.05351462,ICAT Score,higher,m6_self_debiasing,m6_two_pass_one__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__individuating/stereoset/stereoset_metrics_m6_two_pass_one__base__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,"DIY Two Pass (No IT), 2-shot",2,SS Score,SS Score overall,50,44.6741,5.3259,44.72056884,ICAT Score,higher,m6_self_debiasing,m6_two_pass_two__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__base__individuating/stereoset/stereoset_metrics_m6_two_pass_two__base__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,"DIY Two Pass (IT), 0-shot",0,SS Score,SS Score overall,50,45.1781,4.82187,50.47444537,ICAT Score,higher,m6_self_debiasing,m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260317_main3/eval/m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/stereoset/stereoset_metrics_m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,"DIY Two Pass (IT), 1-shot",1,SS Score,SS Score overall,50,45.6058,4.3942,49.80854111,ICAT Score,higher,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/stereoset/stereoset_metrics_m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,stereoset,StereoSet,"DIY Two Pass (IT), 2-shot",2,SS Score,SS Score overall,50,0.0544814,49.9455,8.17e-05,ICAT Score,higher,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/stereoset/stereoset_metrics_m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating_self_debias_two_pass_individuating.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,Base Model Inference,,Bias_score_ambig,Bias score ambig.,0,7.39,7.39,3.047,mean_abs_bias_disambig,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,ICL,,Bias_score_ambig,Bias score ambig.,0,3.93,3.93,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,individuating,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_ind_bbq.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,DIY IT,,Bias_score_ambig,Bias score ambig.,0,4.804,4.804,0.731,mean_abs_bias_disambig,lower,m3_finetune_llama_ms500,m3_finetune_ind:m3_finetune_ind_instr_off_ALL,individuating,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_ind.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,"DIY Two Pass (No IT), 0-shot",0,Bias_score_ambig,Bias score ambig.,0,4.103,4.103,0.177,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__base__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260317_main3/eval/m6_two_pass__base__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,"DIY Two Pass (No IT), 1-shot",1,Bias_score_ambig,Bias score ambig.,0,2.641,2.641,0.094,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__base__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,"DIY Two Pass (No IT), 2-shot",2,Bias_score_ambig,Bias score ambig.,0,0.653,0.653,0.025,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__base__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__base__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,"DIY Two Pass (IT), 0-shot",0,Bias_score_ambig,Bias score ambig.,0,5.004,5.004,0.188,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260323_091321_twopass_zero_fix/eval/m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,"DIY Two Pass (IT), 1-shot",1,Bias_score_ambig,Bias score ambig.,0,4.385,4.385,0.794,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Ambig.,"DIY Two Pass (IT), 2-shot",2,Bias_score_ambig,Bias score ambig.,0,0.828,0.828,0.006,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,Base Model Inference,,Bias_score_disambig,Bias score disambig.,0,3.047,3.047,3.047,mean_abs_bias_disambig,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,ICL,,Bias_score_disambig,Bias score disambig.,0,0.996,0.996,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,individuating,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_ind_bbq.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,DIY IT,,Bias_score_disambig,Bias score disambig.,0,0.731,0.731,0.731,mean_abs_bias_disambig,lower,m3_finetune_llama_ms500,m3_finetune_ind:m3_finetune_ind_instr_off_ALL,individuating,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_ind.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,"DIY Two Pass (No IT), 0-shot",0,Bias_score_disambig,Bias score disambig.,0,0.177,0.177,0.177,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__base__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260317_main3/eval/m6_two_pass__base__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,"DIY Two Pass (No IT), 1-shot",1,Bias_score_disambig,Bias score disambig.,0,0.094,0.094,0.094,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__base__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,"DIY Two Pass (No IT), 2-shot",2,Bias_score_disambig,Bias score disambig.,0,0.025,0.025,0.025,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__base__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__base__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,"DIY Two Pass (IT), 0-shot",0,Bias_score_disambig,Bias score disambig.,0,0.188,0.188,0.188,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260323_091321_twopass_zero_fix/eval/m6_two_pass__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,"DIY Two Pass (IT), 1-shot",1,Bias_score_disambig,Bias score disambig.,0,0.794,0.794,0.794,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,bbq,BBQ Disambig.,"DIY Two Pass (IT), 2-shot",2,Bias_score_disambig,Bias score disambig.,0,-0.006,0.006,0.006,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating,individuating,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_two__finetuned_ms-500-individuating-opinion-action-event-allversions__individuating/bbq/bbq_metrics.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,winobias,WinoBias,Base Model Inference,,abs_pro_anti_gap,Abs. pro/anti gap,0,0.276515,0.276515,0.27651515,abs_pro_anti_gap,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winobias/llama_8b/winobias_metrics_overall_llama_8b.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,winobias,WinoBias,ICL,,abs_pro_anti_gap,Abs. pro/anti gap,0,0.277778,0.277778,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,individuating,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winobias/m4_baseicl_zero_llama8b_ind_winobias/winobias_metrics_overall_m4_baseicl_zero_llama8b_ind_winobias.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,winobias,WinoBias,DIY IT,,abs_pro_anti_gap,Abs. pro/anti gap,0,0.286616,0.286616,0.28661616,abs_pro_anti_gap,lower,m3_finetune_llama_ms500,m3_finetune_ind_winobias,individuating,results/new_results/m3_finetune_llama_ms500/evalshared/winobias/m3_finetune_ind_winobias/winobias_metrics_overall_m3_finetune_ind_winobias.csv
individuation_all_versions,"Individuation, matched IT checkpoint",individuating,Individuation,matched all-version,winobias,WinoBias,"DIY Two Pass (No IT), 0-shot",0,abs_pro_anti_gap,Abs. pro/anti gap,0,0.218434,0.218434,0.21843434,abs_pro_anti_gap,lower,m6_self_debiasing,m6_two_pass__base__individuating_self_debias_two_pass_individuating,individuating,results/new_results_curated/m6_self_debiasing/incorrect/m6sd_20260323_091321_twopass_zero_fix/eval/m6_two_pass__base__individuating/winobias/winobias/m6_two_pass__base__individuating_self_debias_two_pass_individuating/winobias_metrics_overall_m6_two_pass__base__individuating_self_debias_two_pass_individuating.csv
