dataset_key,benchmark_label,method_key,method_label,setting,shot,strategy_setting,it_checkpoint,metric,accuracy,accuracy_percent_plotted,source_file
arc_challenge,ARC-Challenge,it_1,IT 1,IT,1,Counter-stereotypic imaging,matched all-version,accuracy,0.91894198,91.894198,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__ci__counter_imaging/arc_challenge/arc_challenge_metrics_overall.csv
arc_easy,ARC-Easy,base,Base,Base,,Counter-stereotypic imaging,matched all-version,accuracy,0.88468013,88.468013,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_easy/qwen35_firstpass_base_qwen35_27b_arc_easy/arc_easy_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_easy.csv
arc_easy,ARC-Easy,icl,ICL,ICL,0,Counter-stereotypic imaging,matched all-version,accuracy,0.9537037,95.37037,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_easy/m4_baseicl_zero_qwen35_27b_ci_arc_easy/arc_easy_metrics_overall_m4_baseicl_zero_qwen35_27b_ci_arc_easy.csv
arc_easy,ARC-Easy,it,DIY IT,DIY IT,,Counter-stereotypic imaging,matched all-version,accuracy,0.93602694,93.602694,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_easy/m3_qwen35_27b_ms500_ci_arc_easy/arc_easy_metrics_overall_m3_qwen35_27b_ms500_ci_arc_easy.csv
arc_easy,ARC-Easy,no_it_0,No IT 0,No IT,0,Counter-stereotypic imaging,matched all-version,accuracy,0.95664983,95.664983,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,no_it_1,No IT 1,No IT,1,Counter-stereotypic imaging,matched all-version,accuracy,0.92845118,92.845118,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_counter_imaging__counter_imaging/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_0,IT 0,IT,0,Counter-stereotypic imaging,matched all-version,accuracy,0.97474747,97.474747,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_1,IT 1,IT,1,Counter-stereotypic imaging,matched all-version,accuracy,0.95454545,95.454545,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__ci__counter_imaging/arc_easy/arc_easy_metrics_overall.csv
balanced_copa,Balanced COPA,base,Base,Base,,Counter-stereotypic imaging,matched all-version,accuracy,0.892,89.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/balanced_copa/qwen35_firstpass_base_qwen35_27b_balanced_copa/balanced_copa_metrics_overall_qwen35_firstpass_base_qwen35_27b_balanced_copa.csv
balanced_copa,Balanced COPA,icl,ICL,ICL,0,Counter-stereotypic imaging,matched all-version,accuracy,0.872,87.2,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/balanced_copa/m4_baseicl_zero_qwen35_27b_ci_balanced_copa/balanced_copa_metrics_overall_m4_baseicl_zero_qwen35_27b_ci_balanced_copa.csv
balanced_copa,Balanced COPA,it,DIY IT,DIY IT,,Counter-stereotypic imaging,matched all-version,accuracy,0.925,92.5,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/balanced_copa/m3_qwen35_27b_ms500_ci_balanced_copa/balanced_copa_metrics_overall_m3_qwen35_27b_ms500_ci_balanced_copa.csv
balanced_copa,Balanced COPA,no_it_0,No IT 0,No IT,0,Counter-stereotypic imaging,matched all-version,accuracy,0.893,89.3,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,no_it_1,No IT 1,No IT,1,Counter-stereotypic imaging,matched all-version,accuracy,0.896,89.6,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_counter_imaging__counter_imaging/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_0,IT 0,IT,0,Counter-stereotypic imaging,matched all-version,accuracy,0.91,91,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_1,IT 1,IT,1,Counter-stereotypic imaging,matched all-version,accuracy,0.916,91.6,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__ci__counter_imaging/balanced_copa/balanced_copa_metrics_overall.csv
arc_challenge,ARC-Challenge,base,Base,Base,,Positive contact,matched all-version,accuracy,0.84129693,84.129693,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_challenge/qwen35_firstpass_base_qwen35_27b_arc_challenge/arc_challenge_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_challenge.csv
arc_challenge,ARC-Challenge,icl,ICL,ICL,0,Positive contact,matched all-version,accuracy,0.90273038,90.273038,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_challenge/m4_baseicl_zero_qwen35_27b_pc_arc_challenge/arc_challenge_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_arc_challenge.csv
arc_challenge,ARC-Challenge,it,DIY IT,DIY IT,,Positive contact,matched all-version,accuracy,0.89846416,89.846416,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_challenge/m3_qwen35_27b_ms500_pc_arc_challenge/arc_challenge_metrics_overall_m3_qwen35_27b_ms500_pc_arc_challenge.csv
arc_challenge,ARC-Challenge,no_it_0,No IT 0,No IT,0,Positive contact,matched all-version,accuracy,0.91894198,91.894198,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,no_it_1,No IT 1,No IT,1,Positive contact,matched all-version,accuracy,0.91638225,91.638225,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_positive_contact__positive_contact/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_0,IT 0,IT,0,Positive contact,matched all-version,accuracy,0.94197952,94.197952,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_1,IT 1,IT,1,Positive contact,matched all-version,accuracy,0.94709898,94.709898,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__pc__positive_contact/arc_challenge/arc_challenge_metrics_overall.csv
arc_easy,ARC-Easy,base,Base,Base,,Positive contact,matched all-version,accuracy,0.88468013,88.468013,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_easy/qwen35_firstpass_base_qwen35_27b_arc_easy/arc_easy_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_easy.csv
arc_easy,ARC-Easy,icl,ICL,ICL,0,Positive contact,matched all-version,accuracy,0.95496633,95.496633,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_easy/m4_baseicl_zero_qwen35_27b_pc_arc_easy/arc_easy_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_arc_easy.csv
arc_easy,ARC-Easy,it,DIY IT,DIY IT,,Positive contact,matched all-version,accuracy,0.91624579,91.624579,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_easy/m3_qwen35_27b_ms500_pc_arc_easy/arc_easy_metrics_overall_m3_qwen35_27b_ms500_pc_arc_easy.csv
arc_easy,ARC-Easy,no_it_0,No IT 0,No IT,0,Positive contact,matched all-version,accuracy,0.96338384,96.338384,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,no_it_1,No IT 1,No IT,1,Positive contact,matched all-version,accuracy,0.96127946,96.127946,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_positive_contact__positive_contact/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_0,IT 0,IT,0,Positive contact,matched all-version,accuracy,0.97895623,97.895623,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_1,IT 1,IT,1,Positive contact,matched all-version,accuracy,0.97558923,97.558923,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__pc__positive_contact/arc_easy/arc_easy_metrics_overall.csv
balanced_copa,Balanced COPA,base,Base,Base,,Positive contact,matched all-version,accuracy,0.892,89.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/balanced_copa/qwen35_firstpass_base_qwen35_27b_balanced_copa/balanced_copa_metrics_overall_qwen35_firstpass_base_qwen35_27b_balanced_copa.csv
balanced_copa,Balanced COPA,icl,ICL,ICL,0,Positive contact,matched all-version,accuracy,0.854,85.4,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/balanced_copa/m4_baseicl_zero_qwen35_27b_pc_balanced_copa/balanced_copa_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_balanced_copa.csv
balanced_copa,Balanced COPA,it,DIY IT,DIY IT,,Positive contact,matched all-version,accuracy,0.929,92.9,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/balanced_copa/m3_qwen35_27b_ms500_pc_balanced_copa/balanced_copa_metrics_overall_m3_qwen35_27b_ms500_pc_balanced_copa.csv
balanced_copa,Balanced COPA,no_it_0,No IT 0,No IT,0,Positive contact,matched all-version,accuracy,0.889,88.9,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,no_it_1,No IT 1,No IT,1,Positive contact,matched all-version,accuracy,0.901,90.1,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_positive_contact__positive_contact/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_0,IT 0,IT,0,Positive contact,matched all-version,accuracy,0.918,91.8,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_1,IT 1,IT,1,Positive contact,matched all-version,accuracy,0.921,92.1,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__pc__positive_contact/balanced_copa/balanced_copa_metrics_overall.csv
